Name,Price,Rating,Product Link
"NZXT Lift 2 Symm, Lightweight Symmetrical Wired Gaming Mouse, Lightweight 58 g Design, 8K Polling Rate, Optical Switches, 26K DPI Optical Sensor, 100% PTFE Feet, Black",19.99,4.1,https://www.amazon.com/NZXT-Lightweight-Symmetrical-Polling-Switches/dp/B0CSSSRM5M/ref=sr_1_16?dib=eyJ2IjoiMSJ9.ysVWsXzGKOmsmgcBcTwq9EtFJ0pSfvdMVy7g7_mD3SQZFZYzHD_cyeDs9VuuwL9wbZMwzEja1utS4s1d42kBZAFK7jgP9yDwGteYLu0wlthUzW-VbqQs9q2FQdGOs0xzTe5294TmDBjJmHUUAy3TNkah3b4wKN9HDa8lo7bvQjOmswQNnSOwUqeAudYweb3ol9KYrH5FQdkpUPsXaF0xhU-RrB-JqYuOf45ox45xgYk.ufafuNI7JRvkOe_vpknTNd6j6y3zYniLwSc-18fRelA&dib_tag=se&keywords=gaming+mouse&qid=1763633810&sr=8-16
"ATTACK SHARK X11SE Lightweight Wireless Gaming Mouse, 59g Tri-Mode BT/2.4G Wireless/Wired Gaming Mouse, PixArt PAW3311 Gaming Sensor, 22000 DPI, Office Mice for PC/Xbox/Win/Mac (White)",20.78,4.7,https://www.amazon.com/ATTACK-SHARK-Lightweight-Wireless-Tri-Mode/dp/B0FB3GDC3Q/ref=sr_1_17?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-17
Razer Viper V2 Pro HyperSpeed Wireless Gaming Mouse: 58g Ultra Lightweight - Optical Switches Gen-3-30K DPI Optical Sensor w/On-Mouse Controls - 90 Hour Battery - USB Type C Cable Included - Black,74.99,4.2,https://www.amazon.com/Razer-HyperSpeed-Wireless-Gaming-Mouse/dp/B09VCR969M/ref=sr_1_18?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-18
"Redragon Gaming Mouse, Wireless Mouse Gaming with 8000 DPI, PC Gaming Mice with Fire Button, RGB Backlit Programmable Ergonomic Mouse Gamer, Rechargeable, 70Hrs for Windows, Mac Gamer, Black",22.48,4.5,https://www.amazon.com/Redragon-Wireless-Backlit-Programmable-Rechargeable/dp/B0B66RHD7B/ref=sr_1_19?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-19
"Logitech G203 Wired Gaming Mouse, 8,000 DPI, Rainbow Optical Effect LIGHTSYNC RGB, 6 Programmable Buttons, On-Board Memory, Screen Mapping, PC/Mac Computer and Laptop Compatible - Black",19.99,4.6,https://www.amazon.com/Logitech-LIGHTSYNC-Wired-Gaming-Mouse/dp/B07YN82X3B/ref=sr_1_20?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-20
"Redragon Wireless Gaming Mouse, Tri-Mode 2.4G/USB-C/Bluetooth Ergonomic Mouse Gaming, 8000 DPI, RGB Backlit Programmable Wireless Mouse, Rechargeable, 250 Hrs for Laptop PC Mac, M814",23.99,4.6,https://www.amazon.com/Redragon-Bluetooth-Ergonomic-Programmable-Rechargeable/dp/B0CTHHR6YF/ref=sr_1_21?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-21
Razer DeathAdder V3 HyperSpeed Wireless Gaming Mouse: 55g Lightweight - USB C Charging - Up to 100 Hr Battery - Advanced 26K Optical Sensor - Gen-3 Optical Switches - 8 Programmable Controls - Black,69.99,4.6,https://www.amazon.com/Razer-DeathAdder-HyperSpeed-Wireless-Gaming/dp/B0D4RF55QK/ref=sr_1_22?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-22
Razer Cobra Wired Gaming Mouse: 58g Lightweight Design - Gen-3 Optical Switches - Chroma RGB Lighting with Underglow - Precise 8500 DPI Optical Sensor - 100% PTFE Mouse Feet - Speedflex Cable - Black,29.99,4.5,https://www.amazon.com/Razer-Cobra-Wired-Gaming-Mouse/dp/B0C51J2ZXN/ref=sr_1_23?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-23
Razer Naga V2 Pro Wireless MMO Gaming Mouse: 19+1 Programmable Buttons w/Swappable Side Plates - HyperScroll Pro Wheel - Focus Pro 30K Optical Sensor - Optical Mouse Switches Gen-3-300 Hr Battery,149.99,4.2,https://www.amazon.com/Razer-Naga-Wireless-Gaming-Mouse/dp/B0BGJTLFN5/ref=sr_1_24?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-24
Razer Naga V2 HyperSpeed Wireless MMO Gaming Mouse: 19 Programmable Buttons - HyperScroll Technology - Focus Pro 30K Optical Sensor - Mechanical Mouse Switches Gen-2 - Up to 400 Hr Battery Life,61.99,4.2,https://www.amazon.com/Razer-HyperSpeed-Wireless-Gaming-Mouse/dp/B0BGJT87N2/ref=sr_1_25?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-25
Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance,89.99,4.6,https://www.amazon.com/Logitech-Wireless-Gaming-Esports-Performance/dp/B07GCKQD77/ref=sr_1_26?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-26
"TECKNET Wireless Gaming Mouse Rechargeable - 8000 DPI, Long-Lasting 100Hrs Battery, RGB Backlit, 6 Programmable Buttons, Dual Connectivity (2.4G + USB-C) for PC, Mac, Laptop - Black",12.98,4.6,https://www.amazon.com/TECKNET-Wireless-Lightweight-Programmable-Rechargeable/dp/B0DDQBTLYZ/ref=sr_1_27?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-27
"BENGOO Gaming Mouse Wired, Ergonomic Gamer Laptop PC Optical Computer Mice with RGB Backlit, 4 Adjustable DPI Up to 3600, 6 Programmable Buttons for Windows 7/8/10/XP Vista Linux -Black",9.59,4.6,https://www.amazon.com/BENGOO-Changing-Ergonomic-Computer-Adjustable/dp/B00Z9V0NKC/ref=sr_1_28?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-28
"TMKB Falcon M1SE Ultralight Honeycomb Gaming Mouse, High-Precision 12800DPI Optical Sensor, 6 Programmable Buttons, Customizable RGB, Drag-Free Paracord, Ergonomic, Wired - Matte White",17.99,4.5,https://www.amazon.com/TMKB-M1SE-High-Precision-Programmable-Customizable/dp/B0BGKBT1JG/ref=sr_1_29?dib=eyJ2IjoiMSJ9.59HpUa0njYmWJulMzlXuqR-RiLFi8zFRnPL6lx--Eg2YveFw7tQzmSHFyINy_sTPFOxJew-cn_DQcLY-Yd2_ONOX9ZJ7ms7siYSmNRQfmHPJWn9JFNSjn1f0uKblszQeQLJ8Ogom-xnFRSnwMJljJ1vzuzmecNWQSQtp4tLCRLZioBQ4kOyO-OURO8DKnYGaBCPxoa8IZks6BkydjQw4lzIe0yYmBEoAqi_ZO1xJpSM.fRaQWBTHxXKiG55ik30s-viQQ8FjDeHcWvac2NwNSc0&dib_tag=se&keywords=gaming+mouse&qid=1763633821&sr=8-29
